Country,State,Year,As On Date,Figures Type,Additional Info,Total Police Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Percentage Of Total Police Training Expenditure To Total Police Expenditure (%) (UOM:%(Percentage))
India,Odisha,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,3580.28,170.49,44.52,2.12,1.24
India,Odisha,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,3992.43,,43.83,,
India,Odisha,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,4348.45,356.02,45.84,2.01,1.05
India,Puducherry,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,70.37,,0.07,,
India,Puducherry,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,95.24,24.87,0.68,0.61,0.71
India,Puducherry,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,95.24,,0.68,,
India,Puducherry,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,117.5,22.26,2.47,1.79,2.1
India,Puducherry,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,117.5,,2.47,,
India,Puducherry,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,97.62,-19.88,1.51,-0.96,1.55
India,Puducherry,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,97.62,,1.51,,
India,Puducherry,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,93.67,-3.95,2.53,1.02,2.7
India,Puducherry,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,93.67,,2.53,,
India,Puducherry,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,136,42.33,11.98,9.45,8.81
India,Puducherry,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,136,,11.98,,
India,Puducherry,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,156.62,20.62,0.35,-11.63,0.22
India,Puducherry,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,156.62,,0.35,,
India,Puducherry,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,161.87,5.25,7.99,7.64,4.94
India,Puducherry,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,161.87,,7.99,,
India,Puducherry,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,188.68,26.81,,,
India,Puducherry,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,199.7,,,,
India,Puducherry,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,191.27,-8.43,0,,2.06
India,Puducherry,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,191.27,,0,,
India,Puducherry,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,213.16,21.89,0,0,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,220.83,,0,,
India,Puducherry,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,251.98,31.15,0,0,0
India,Puducherry,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,251.27,,0,,
India,Puducherry,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,244.67,-6.6,0,0,0
India,Puducherry,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,246.41,,0,,
India,Puducherry,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,292.01,45.6,0,0,0
India,Puducherry,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,292.01,,,,
India,Puducherry,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,323.41,31.4,,,0
India,Punjab,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,1700.18,,19.3,,
India,Punjab,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,1938.68,238.5,24.21,4.91,1.25
India,Punjab,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,1938.68,,24.21,,
India,Punjab,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,2309.31,370.63,28.43,4.22,1.23
India,Punjab,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,2309.31,,28.43,,
India,Punjab,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,2913.25,603.94,35.62,7.19,1.22
India,Punjab,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,2913.25,,35.62,,
India,Punjab,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,2925.89,12.64,34.65,-0.97,1.18
India,Punjab,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,2925.89,,34.65,,
India,Punjab,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,3975.34,1049.45,46.03,11.38,1.16
India,Punjab,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,3975.34,,46.03,,
India,Punjab,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,4339.13,363.79,148.37,102.34,3.42
India,Punjab,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,4339.13,,148.37,,
India,Punjab,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,4596.72,257.59,62.76,-85.61,1.37
India,Punjab,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,4596.72,,62.76,,
India,Punjab,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,3914.13,-682.59,44.79,-17.97,1.14
India,Punjab,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,4864.21,,51.96,,
India,Punjab,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,5341.09,476.88,59.51,7.55,2.06
India,Punjab,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,5341.41,,59.42,,
India,Punjab,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,5669.98,328.57,62.56,3.14,1.1
India,Punjab,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,5669.81,,64.65,,
India,Punjab,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,4340.02,-1329.79,68.22,3.57,1.57
India,Punjab,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,5904.55,,64.15,,
India,Punjab,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,4474.07,-1430.48,46.17,-17.98,1.03
India,Punjab,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,6219.58,,68.45,,
India,Punjab,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,7128.2,908.62,65.38,-3.07,0.92
India,Punjab,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,7140.89,,71.82,,
India,Punjab,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,7989.61,848.72,79.4,7.58,0.99
India,Rajasthan,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,1196.01,,17.03,,
India,Rajasthan,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,1796.77,600.76,25.57,8.54,1.42
India,Rajasthan,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,1796.77,,25.57,,
India,Rajasthan,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,1885.71,88.94,24.97,-0.6,1.32
India,Rajasthan,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,1885.71,,24.97,,
India,Rajasthan,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,2234.18,348.47,29.72,4.75,1.33
India,Rajasthan,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,2234.18,,29.72,,
India,Rajasthan,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,2475.61,241.43,34.25,4.53,1.38
India,Rajasthan,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,2475.61,,34.25,,
India,Rajasthan,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,3037.7,562.09,42.01,7.76,1.38
India,Rajasthan,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,3037.7,,42.01,,
India,Rajasthan,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,3611.08,573.38,50.07,8.06,1.39
India,Rajasthan,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,3611.08,,50.07,,
India,Rajasthan,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,4120.4,509.32,61.98,11.91,1.5
India,Rajasthan,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,4120.4,,61.98,,
India,Rajasthan,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,3288.77,-831.63,64.77,2.79,1.97
India,Rajasthan,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,4486.91,,69.65,,
India,Rajasthan,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,4782.94,296.03,76.71,7.06,2.06
India,Rajasthan,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,4782.94,,76.71,,
India,Rajasthan,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,6362.45,1579.51,102.83,26.12,1.62
India,Rajasthan,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,6362.45,,102.83,,
India,Rajasthan,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,6245.87,-116.58,121.06,18.23,1.94
India,Rajasthan,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,6175.52,,120.9,,
India,Rajasthan,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,6173.56,-1.96,123.41,2.51,2
India,Rajasthan,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,6414.96,,126.95,,
India,Rajasthan,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,7243.23,828.27,137.35,10.4,1.9
India,Rajasthan,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,7231.5,,137.35,,
India,Rajasthan,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,7874.1,642.6,148.16,10.81,1.88
India,Sikkim,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,89.07,,1.08,,
India,Sikkim,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,91.68,2.61,1.08,,1.18
India,Sikkim,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,91.68,,1.08,,
India,Sikkim,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,108.02,16.34,1.65,0.57,1.53
India,Sikkim,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,108.02,,1.65,,
India,Sikkim,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,222.25,114.23,2.28,0.63,1.03
India,Sikkim,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,222.25,,2.28,,
India,Sikkim,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,167.56,-54.69,1.92,-0.36,1.15
India,Sikkim,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,167.56,,1.92,,
India,Sikkim,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,242.24,74.68,2.71,0.79,1.12
India,Sikkim,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,242.24,,2.71,,
India,Sikkim,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,314.62,72.38,3.02,0.31,0.96
India,Sikkim,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,314.62,,3.02,,
India,Sikkim,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,278.91,-35.71,3.6,0.58,1.29
India,Sikkim,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,278.91,,3.6,,
India,Sikkim,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,305.18,26.27,3.21,-0.4,1.05
India,Sikkim,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,305.18,,3.21,,
India,Sikkim,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,,,,,2.06
India,Sikkim,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,297,,3.28,,
India,Sikkim,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,375,78,3.59,0.31,0.96
India,Sikkim,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,373.56,,3.58,,
India,Sikkim,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,495.74,122.18,4.9,1.32,0.99
India,Sikkim,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,474.75,,5.34,,
India,Sikkim,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,442.26,-32.5,4.04,-1.29,0.91
India,Sikkim,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,460.77,,4.04,,
India,Sikkim,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,496.88,36.11,3.69,-0.35,0.74
India,Sikkim,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,501.97,,4.36,,
India,Sikkim,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,578.18,76.21,4.39,0.03,0.76
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,1922.03,,0.6,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,2604.32,682.29,3.47,2.87,0.13
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,2604.32,,3.47,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,2962,357.68,42.32,38.85,1.43
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,2962,,42.32,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,3294.97,332.97,98.16,55.84,2.98
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,3294.97,,98.16,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,3733.6,438.63,123.99,25.83,3.32
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,3733.6,,123.99,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,3412.57,-321.03,138.99,15,4.07
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,3412.57,,138.99,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,5486.08,2073.51,95.5,-43.49,1.74
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,5486.08,,95.5,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,5543.93,57.85,15,-80.5,0.27
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,5543.93,,15,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,5543.93,,15,,0.27
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,5780.46,,162.76,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,4660.31,-1120.15,118.9,-43.86,2.06
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,4660.31,,118.9,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,6074.01,1413.7,63.75,-55.15,1.05
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,6195.71,,63.75,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,7864.99,1669.28,0.02,-63.73,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,8358.17,,136.24,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,8790.16,431.99,135.68,-0.56,1.54
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,8026.07,,135.68,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,8863.11,837.04,52.84,-82.84,0.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,8379.49,,,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,10299.56,1920.07,186.19,186.19,1.81
India,Telangana,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,904.5208937,,14.9027042,,
India,Telangana,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,833.9141077,-70.606786,21.60705877,6.70435457,2.59
India,Telangana,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,833.9141077,,21.60705877,,
India,Telangana,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,1070.681286,236.7671786,11.05390806,-10.55315071,1.03
India,Telangana,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,1070.681286,,11.05390806,,
India,Telangana,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,1301.853226,231.1719395,24.42537078,13.37146273,1.88
India,Telangana,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,1301.853226,,24.42537078,,
India,Telangana,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,1384.229879,82.37665291,18.48663695,-5.938733832,1.34
India,Telangana,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,1384.229879,,18.48663695,,
India,Telangana,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,Telangana State come in existance from June 2014,,,,,
India,Telangana,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,Telangana State come in existance from June 2014,1491.97,1491.97,59.02,59.02,3.96
India,Telangana,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,Telangana State come in existance from June 2014,1491.97,,59.02,,
India,Telangana,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,Telangana State come in existance from June 2014,2521.22,1029.25,22.29,-36.73,0.88
India,Telangana,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,Telangana State come in existance from June 2014,2521.22,,22.29,,
India,Telangana,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,Telangana State come in existance from June 2014,,,,-1.26,
India,Telangana,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,2800.01,,40.98,,
India,Telangana,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,3049.96,249.95,88.95,47.97,2.06
India,Telangana,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,5023.9,,133.23,,
India,Telangana,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,5523.55,499.65,50.3,-82.93,0.91
India,Telangana,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,5171.83,,47.78,,
India,Telangana,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,4199.32,-972.51,36.48,-11.3,0.87
India,Telangana,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,5357.65,,80.23,,
India,Telangana,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,4873.84,-483.82,125.55,45.32,2.58
India,Telangana,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,6707.25,,176.44,,
India,Telangana,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,5055.74,-1651.51,59.51,-116.93,1.18
India,Telangana,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,6575.18,,60.88,,
India,Telangana,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,7353.58,778.4,42.04,-18.84,0.57
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,11.51,,0,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,19.53,8.02,0,,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,19.53,,0,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,14.5,-5.03,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,14.5,,0,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,16.7,2.2,0.18,0.18,1.215
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,16.7,,0.18,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,20,3.3,0.32,0.14,1.32
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,20,,0.32,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,24.17,4.17,0,-0.32,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,24.17,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,37.18,13.01,0.45,0.45,1.115
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,37.18,,0.45,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,44.53,7.35,0.46,0.01,1.1
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,44.53,,0.46,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,45.87,1.34,0.38,11.54,0.885
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,46.87,,0.38,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,49.98,3.11,0.54,-0.38,2.06
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,49.98,,0.54,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,56.71,6.73,0.02,-0.52,0.035
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,56.7,,0.02,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,66.25,9.55,0,-0.02,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,63.68,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,69.08,5.4,0,,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,69.08,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,78.1,9.02,0,,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,78.1,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,80.52,2.42,0.1,0.1,0.12
India,Tripura,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,412.13,,3.84,,
India,Tripura,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,562.43,150.3,7,3.16,1.24
India,Tripura,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,562.43,,7,,
India,Tripura,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,542.25,-20.18,9.73,2.73,1.79
India,Tripura,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,542.25,,9.73,,
India,Tripura,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,590.3,48.05,45.38,35.65,7.69
India,Tripura,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,590.3,,45.38,,
India,Tripura,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,658.94,68.64,17.98,-27.4,2.73
India,Tripura,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,658.94,,17.98,,
India,Tripura,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,521.17,-137.77,13.19,-4.79,2.53
India,Tripura,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,521.17,,13.19,,
India,Tripura,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,619.53,98.36,14.03,0.84,2.26
India,Tripura,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,619.53,,14.03,,
India,Tripura,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,634.41,14.88,13.78,-0.25,2.17
India,Tripura,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,634.41,,13.78,,
India,Tripura,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,688.44,54.03,12.52,-14.56,1.82
India,Tripura,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,991.93,,18.33,,
India,Tripura,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,1218.57,226.64,19.39,1.06,2.06
India,Tripura,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,1218.57,,18.98,,
India,Tripura,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,1245.61,27.04,21.26,2.28,1.71
India,Tripura,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,1245.61,,14.19,,
India,Tripura,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,1289.62,44.01,12.61,-1.58,0.98
India,Tripura,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,1418.33,,14.79,,
India,Tripura,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,1456.37,38.04,14.92,0.13,1.02
India,Tripura,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,1456.37,,14.92,,
India,Tripura,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,1537.84,81.47,18.61,3.68,1.21
India,Tripura,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,1537.84,,18.61,,
India,Tripura,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,1700.07,162.23,24.77,6.16,1.46
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,4227.99,,47.7,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,5877.31,1649.32,58.33,10.63,0.99
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,5877.31,,58.33,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,6997.47,1120.16,109,50.67,1.56
